crypto,date,split,model_type,feature_set,feature_names,y_true,y_pred
LINKUSDT,2024-06-29,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.02716928,-0.004751887
LINKUSDT,2024-06-30,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.145112,-0.004695149
LINKUSDT,2024-07-01,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.088699356,-0.004254075
LINKUSDT,2024-07-02,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.11562616,-0.0037214588
LINKUSDT,2024-07-03,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.060597025,-0.0049615037
LINKUSDT,2024-07-04,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.015350915,-0.008569108
LINKUSDT,2024-07-05,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.034253478,-0.013301911
LINKUSDT,2024-07-06,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.012137091,-0.015308099
LINKUSDT,2024-07-07,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.085012406,-0.015100969
LINKUSDT,2024-07-08,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.092597455,-0.013316037
LINKUSDT,2024-07-09,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.10102123,-0.010483487
LINKUSDT,2024-07-10,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.071429305,-0.008072721
LINKUSDT,2024-07-11,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.09614184,-0.006675752
LINKUSDT,2024-07-12,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.09972457,-0.0061837416
LINKUSDT,2024-07-13,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.08998292,-0.0053965375
LINKUSDT,2024-07-14,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.096877284,-0.004341958
LINKUSDT,2024-07-15,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.032766666,-0.0029941648
LINKUSDT,2024-07-16,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.021056404,-0.0030561741
LINKUSDT,2024-07-17,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.024838215,-0.004408434
LINKUSDT,2024-07-18,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.049231667,-0.0055651087
LINKUSDT,2024-07-19,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.03956178,-0.0059582386
LINKUSDT,2024-07-20,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.05089809,-0.0067892876
LINKUSDT,2024-07-21,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.10794364,-0.006229574
LINKUSDT,2024-07-22,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.029135346,-0.0072621107
LINKUSDT,2024-07-23,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.056946993,-0.008719724
LINKUSDT,2024-07-24,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.043468527,-0.010678032
LINKUSDT,2024-07-25,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.0046475683,-0.013049446
LINKUSDT,2024-07-26,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.12585321,-0.014164021
LINKUSDT,2024-07-27,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.14777029,-0.013767153
LINKUSDT,2024-07-28,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.20083779,-0.012984972
LINKUSDT,2024-07-29,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.35467082,-0.011420524
LINKUSDT,2024-07-30,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.26610032,-0.010414768
LINKUSDT,2024-07-31,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.30260187,-0.010245664
LINKUSDT,2024-08-01,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.18076997,-0.010684904
LINKUSDT,2024-08-02,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.12482791,-0.011134097
LINKUSDT,2024-08-03,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.10175212,-0.011780309
LINKUSDT,2024-08-04,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.084341146,-0.011965761
LINKUSDT,2024-08-05,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.106834665,-0.012485152
LINKUSDT,2024-08-06,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.049404718,-0.012433255
LINKUSDT,2024-08-07,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.09165949,-0.011898441
LINKUSDT,2024-08-08,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.055463545,-0.011227492
LINKUSDT,2024-08-09,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.03971466,-0.009976326
LINKUSDT,2024-08-10,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.037667416,-0.009247618
LINKUSDT,2024-08-11,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.008959741,-0.009397613
LINKUSDT,2024-08-12,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.035666432,-0.010127464
LINKUSDT,2024-08-13,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.033640847,-0.010894811
LINKUSDT,2024-08-14,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.076854095,-0.011534108
LINKUSDT,2024-08-15,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.12116418,-0.012316542
LINKUSDT,2024-08-16,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.174551,-0.012548342
LINKUSDT,2024-08-17,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.19519763,-0.01208603
LINKUSDT,2024-08-18,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.18166062,-0.0106564555
LINKUSDT,2024-08-19,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.14923184,-0.008456325
LINKUSDT,2024-08-20,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.087011375,-0.0056936387
LINKUSDT,2024-08-21,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.004466287,-0.00084427185
LINKUSDT,2024-08-22,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.048180595,0.00096999016
LINKUSDT,2024-08-23,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.081219055,0.0011845361
LINKUSDT,2024-08-24,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.11394426,0.00045782514
LINKUSDT,2024-08-25,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.15428843,-0.00038976595
LINKUSDT,2024-08-26,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.09387419,-0.0026998483
LINKUSDT,2024-08-27,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.07922166,-0.006062085
LINKUSDT,2024-08-28,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.077211745,-0.0086410865
LINKUSDT,2024-08-29,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.0868452,-0.010178959
LINKUSDT,2024-08-30,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.1492124,-0.010506002
LINKUSDT,2024-08-31,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.0941312,-0.009904556
LINKUSDT,2024-09-01,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.0019305025,-0.009707307
LINKUSDT,2024-09-02,val,baseline,ref_paper_set,sma|ema|momentum|cci,-0.022536164,-0.009130521
LINKUSDT,2024-09-03,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.025851129,-0.008736098
LINKUSDT,2024-09-04,val,baseline,ref_paper_set,sma|ema|momentum|cci,0.005785937,-0.008562021
